,Stations,LAT,LON,ShinjukuMade,ShinjukuDist,TokyoMade,TokyoDist,ShibuyaMade,ShibuyaDist,IkebukuroMade,IkebukuroDist,UenoMade,UenoDist,ShinagawaMade,ShinagawaDist,Lat_Lon
164,北千束駅,35.606429999999996,139.69295,26.88333333333333,12.9 km,20.066666666666666,14.5 km,19.883333333333333,8.7 km,35.666666666666664,23.7 km,24.88333333333333,18.2 km,24.86666666666667,7.3 km,"35.60643, 139.69295"
165,千川駅,35.73809,139.68944,21.5,8.3 km,22.45,13.3 km,24.0,11.7 km,10.616666666666667,2.3 km,27.2,11.9 km,31.86666666666667,20.3 km,"35.73809, 139.68944"
166,志村三丁目駅,35.777527,139.68608,24.716666666666665,14.7 km,22.53333333333333,17.2 km,26.91666666666667,17.9 km,16.333333333333332,9.4 km,27.28333333333333,15.8 km,31.95,24.2 km,"35.777527, 139.68608"
167,木場駅,35.669384,139.80685,23.016666666666666,15.1 km,14.816666666666665,4.2 km,21.78333333333333,16.2 km,24.2,15.6 km,14.3,9.0 km,20.466666666666665,11.6 km,"35.669384, 139.80685"
168,京成高砂駅,35.75096,139.86755,41.85,29.5 km,29.65,19.5 km,39.95,29.8 km,34.38333333333333,22.4 km,30.28333333333333,10.7 km,39.31666666666667,26.0 km,"35.75096, 139.86755"
169,西日暮里駅,35.728157,139.77065,35.18333333333333,10.5 km,19.7,8.3 km,28.93333333333333,19.1 km,29.63333333333333,8.8 km,10.35,2.8 km,27.61666666666667,14.6 km,"35.728157, 139.77065"
170,池ノ上駅,35.660441999999996,139.67334,18.08333333333333,5.5 km,20.466666666666665,13.6 km,10.233333333333333,3.6 km,26.066666666666666,11.4 km,25.28333333333333,17.3 km,34.016666666666666,10.2 km,"35.660442, 139.67334"
171,人形町駅,35.686226,139.78207,22.7,10.6 km,7.7333333333333325,1.8 km,18.316666666666666,12.4 km,21.4,12.5 km,8.3,3.4 km,18.33333333333333,9.1 km,"35.686226, 139.78207"
172,代官山駅,35.64809,139.70316,20.55,5.5 km,16.583333333333332,12.6 km,5.633333333333334,1.5 km,24.58333333333333,11.6 km,21.416666666666668,16.3 km,25.05,7.1 km,"35.64809, 139.70316"
173,入谷駅,35.72088,139.7847,23.566666666666666,15.9 km,11.016666666666667,6.0 km,22.016666666666666,15.0 km,29.78333333333333,18.8 km,3.4166666666666665,1.3 km,18.95,12.3 km,"35.72088, 139.7847"
174,氷川台駅,35.74955999999999,139.66547,27.88333333333333,10.6 km,29.36666666666667,16.2 km,34.46666666666667,16.2 km,20.016666666666666,5.6 km,34.11666666666667,14.9 km,38.78333333333333,23.3 km,"35.74955999999999, 139.66547"
175,練馬春日町駅,35.75119,139.64058,33.38333333333333,10.0 km,30.13333333333333,21.0 km,37.35,21.0 km,26.816666666666666,8.9 km,34.88333333333333,19.6 km,39.55,28.1 km,"35.75119, 139.64058"
176,三河島駅,35.73317700000001,139.77848999999998,30.7,17.9 km,18.166666666666668,8.0 km,27.4,18.8 km,25.216666666666665,12.0 km,10.566666666666666,3.3 km,26.08333333333333,14.3 km,"35.73317700000001, 139.77848999999998"
177,北参道駅,35.678368,139.70555,6.4833333333333325,1.6 km,16.9,7.9 km,7.383333333333334,2.4 km,22.566666666666666,6.5 km,20.33333333333333,13.5 km,22.86666666666667,13.3 km,"35.678368, 139.70555"
178,練馬高野台駅,35.740629999999996,139.61688,34.5,11.5 km,35.53333333333333,23.7 km,35.2,19.0 km,29.5,10.1 km,40.3,22.3 km,44.95,30.7 km,"35.74063, 139.61688"
179,曙橋駅,35.692375,139.72263,8.85,2.4 km,18.516666666666666,5.7 km,15.633333333333333,4.9 km,20.05,5.8 km,20.58333333333333,6.3 km,29.85,9.4 km,"35.692375, 139.72263"
180,秋葉原駅,35.698383,139.77307,26.08333333333333,7.8 km,10.033333333333333,2.3 km,21.86666666666667,14.4 km,24.016666666666666,10.3 km,7.583333333333332,2.0 km,20.55,9.8 km,"35.698383, 139.77307"
181,浜田山駅,35.681866,139.62715,19.433333333333334,7.8 km,30.016666666666666,16.0 km,24.38333333333333,10.7 km,27.5,13.5 km,33.46666666666667,21.7 km,35.98333333333333,21.4 km,"35.681866, 139.62715"
182,吉祥寺駅,35.703148,139.5798,31.41666666666667,12.6 km,38.21666666666667,22.1 km,36.36666666666667,15.5 km,39.48333333333333,18.3 km,41.66666666666666,27.7 km,44.18333333333333,27.4 km,"35.703148, 139.5798"
183,十条駅,35.760258,139.72224,26.18333333333333,12.2 km,24.3,14.9 km,28.68333333333333,15.6 km,18.1,7.1 km,28.066666666666666,8.6 km,33.71666666666667,21.9 km,"35.760258, 139.72224"
184,千石駅,35.727875,139.74487,24.7,7.0 km,22.48333333333333,6.6 km,27.85,16.7 km,17.483333333333334,4.8 km,15.3,4.3 km,27.66666666666667,16.9 km,"35.727875, 139.74487"
185,松原駅,35.660107,139.64201,15.683333333333335,7.2 km,26.25,15.4 km,21.716666666666665,6.5 km,24.3,12.8 km,29.85,21.0 km,32.38333333333333,20.8 km,"35.660107, 139.64201"
186,乃木坂駅,35.66649,139.72624,16.766666666666666,4.9 km,15.583333333333336,5.1 km,10.95,3.3 km,31.45,9.3 km,21.166666666666668,9.7 km,20.916666666666668,6.4 km,"35.66649, 139.72624"
187,戸越公園駅,35.608913,139.71838,26.3,17.5 km,17.066666666666666,12.8 km,21.45,6.3 km,32.65,21.9 km,21.88333333333333,16.5 km,21.383333333333333,5.5 km,"35.608913, 139.71838"
188,新桜台駅,35.741238,139.66881999999998,24.85,9.8 km,26.13333333333333,15.6 km,31.43333333333333,15.4 km,15.333333333333336,4.5 km,30.88333333333333,14.2 km,35.55,22.6 km,"35.741238, 139.66881999999998"
189,水元そよ風園,35.78919000000001,139.86295,44.2,29.1 km,32.0,19.1 km,47.2,31.4 km,36.6,23.0 km,35.46666666666667,15.1 km,41.66666666666666,25.6 km,"35.78919000000001, 139.86295"
190,祐天寺駅,35.637157,139.69075,27.73333333333333,7.6 km,33.95,10.9 km,12.933333333333335,3.8 km,30.86666666666667,13.6 km,27.68333333333333,18.2 km,27.75,7.9 km,"35.637157, 139.69075"
191,四谷三丁目駅,35.68793,139.72063,7.416666666666668,2.1 km,17.05,5.4 km,13.683333333333335,4.3 km,24.41666666666667,6.8 km,23.11666666666667,6.9 km,28.36666666666667,8.7 km,"35.68793, 139.72063"
192,板橋区役所前駅,35.75125999999999,139.71002,22.95,11.8 km,18.3,12.2 km,27.9,19.1 km,11.35,3.0 km,23.05,10.9 km,27.716666666666665,19.3 km,"35.75125999999999, 139.71002"
193,中野新橋駅,35.69195999999999,139.67375,12.3,3.2 km,24.966666666666665,12.0 km,18.7,6.2 km,15.1,6.6 km,28.41666666666667,17.7 km,30.93333333333333,17.4 km,"35.69195999999999, 139.67375"
194,西巣鴨駅,35.74333,139.72858,20.883333333333333,11.3 km,19.0,13.9 km,23.38333333333333,14.6 km,13.233333333333333,3.0 km,23.25,6.5 km,28.41666666666667,21.0 km,"35.74333, 139.72858"
195,高島平駅,35.788918,139.66127,29.516666666666666,16.5 km,27.63333333333333,19.2 km,32.016666666666666,19.9 km,21.433333333333334,11.4 km,32.38333333333333,17.8 km,37.05,26.2 km,"35.788918, 139.66127"
196,青物横丁駅,35.60928,139.74298000000002,29.73333333333333,13.3 km,17.666666666666668,14.3 km,27.516666666666666,8.9 km,36.06666666666667,26.5 km,22.48333333333333,18.0 km,11.8,3.6 km,"35.60928, 139.74298000000002"
197,雪が谷大塚駅,35.591934,139.681,33.05,15.4 km,26.23333333333333,17.0 km,28.4,11.7 km,41.13333333333333,21.1 km,31.05,20.7 km,31.41666666666667,9.8 km,"35.591934, 139.681"
198,門前仲町駅,35.67203,139.79568,25.1,13.6 km,11.266666666666667,3.1 km,24.25,11.8 km,26.3,14.0 km,14.1,6.7 km,21.166666666666668,9.0 km,"35.67203, 139.79568"
199,梅屋敷駅,35.566807,139.72824,33.31666666666667,23.2 km,19.883333333333333,14.4 km,26.36666666666667,19.1 km,38.28333333333333,26.6 km,24.7,18.1 km,24.61666666666667,8.2 km,"35.566807, 139.72824"
200,新井薬師前駅,35.71579000000001,139.67195,16.5,4.6 km,28.38333333333333,13.2 km,29.86666666666667,9.1 km,15.383333333333333,4.6 km,32.56666666666667,10.4 km,37.55,19.7 km,"35.71579000000001, 139.67195"
201,本蓮沼駅,35.76880999999999,139.70218,21.433333333333334,11.4 km,19.55,14.1 km,29.15,20.9 km,13.35,6.3 km,24.316666666666666,12.8 km,28.966666666666665,21.2 km,"35.76880999999999, 139.70218"
202,湯島駅,35.70682,139.76998999999998,26.716666666666665,8.1 km,11.766666666666667,3.0 km,23.66666666666667,12.9 km,23.61666666666667,10.3 km,4.516666666666667,0.9 km,23.216666666666665,12.1 km,"35.70682, 139.76998999999998"
203,代々木公園駅,35.6691,139.68976999999998,8.9,2.9 km,17.583333333333332,10.0 km,8.366666666666667,2.4 km,22.61666666666667,9.2 km,25.48333333333333,12.1 km,23.55,15.4 km,"35.6691, 139.68976999999998"
204,方南町駅,35.683487,139.65791000000002,13.233333333333333,5.4 km,23.41666666666667,13.6 km,18.183333333333334,8.3 km,20.65,8.4 km,26.85,19.3 km,29.38333333333333,19.0 km,"35.683487, 139.65791000000002"
205,ときわ台駅,35.758755,139.68916000000002,26.98333333333333,12.3 km,25.1,15.0 km,29.466666666666665,15.7 km,19.33333333333333,4.7 km,29.85,13.6 km,34.5,22.1 km,"35.758755, 139.68916000000002"
206,祖師ヶ谷大蔵駅,35.64332,139.60957,25.18333333333333,13.3 km,28.98333333333333,21.7 km,20.716666666666665,11.3 km,33.8,18.9 km,33.8,25.4 km,34.15,21.9 km,"35.64332, 139.60957"
207,根津駅,35.717346,139.76573,29.05,8.9 km,15.9,4.3 km,26.13333333333333,14.0 km,25.36666666666667,11.0 km,5.7666666666666675,1.6 km,25.88333333333333,14.3 km,"35.717346, 139.76573"
208,銀座一丁目駅,35.674393,139.76698000000002,23.75,7.1 km,4.133333333333334,0.8 km,17.7,10.1 km,23.35,13.6 km,9.766666666666667,5.1 km,14.633333333333333,7.4 km,"35.674393, 139.76698000000002"
209,青砥駅,35.745846,139.85626000000002,37.06666666666667,25.4 km,28.566666666666666,19.0 km,38.88333333333333,29.3 km,31.35,21.5 km,27.25,9.9 km,38.23333333333333,25.5 km,"35.745846, 139.85626000000002"
210,長原駅,35.60222,139.69797,25.6,12.5 km,18.78333333333333,14.1 km,20.216666666666665,9.4 km,34.38333333333333,23.3 km,23.6,17.8 km,23.58333333333333,6.9 km,"35.60222, 139.69797"
211,戸越銀座駅,35.615974,139.71503,23.2,16.7 km,13.966666666666667,12.0 km,17.95,5.4 km,29.566666666666666,21.1 km,18.78333333333333,15.7 km,18.0,4.6 km,"35.615974, 139.71503"
212,成増駅,35.777412,139.63315,34.68333333333333,20.7 km,32.8,23.4 km,37.18333333333333,24.1 km,28.93333333333333,9.7 km,37.55,22.0 km,42.21666666666667,30.4 km,"35.777412, 139.63315"
213,中野富士見町駅,35.69055,139.66693,13.583333333333336,3.6 km,25.86666666666667,13.3 km,20.3,7.9 km,16.833333333333332,7.2 km,28.98333333333333,18.9 km,31.5,18.6 km,"35.69055, 139.66693"
214,新富町駅,35.670586,139.77351000000002,23.55,13.5 km,8.65,1.9 km,19.6,10.0 km,24.73333333333333,13.9 km,11.15,5.4 km,16.533333333333335,7.3 km,"35.670586, 139.77351000000002"
215,小岩駅,35.732956,139.88187,40.35,27.0 km,28.13333333333333,17.0 km,38.45,27.3 km,34.56666666666667,25.2 km,31.53333333333333,15.0 km,37.8,23.5 km,"35.732956, 139.88187"
216,浜町駅,35.688404,139.78773,25.36666666666667,11.2 km,10.4,2.5 km,20.983333333333334,13.1 km,24.066666666666666,13.2 km,10.483333333333333,4.1 km,20.516666666666666,9.8 km,"35.688404, 139.78773"
217,勝どき駅,35.65897800000001,139.77715,27.23333333333333,9.0 km,10.416666666666666,4.2 km,18.466666666666665,9.6 km,26.36666666666667,15.4 km,12.783333333333333,6.9 km,15.4,6.9 km,"35.65897800000001, 139.77715"
218,東池袋駅,35.726017,139.719,19.216666666666665,5.0 km,14.133333333333333,8.8 km,23.73333333333333,15.6 km,9.4,1.7 km,18.883333333333333,7.4 km,23.53333333333333,15.8 km,"35.726017, 139.719"
219,代田橋駅,35.67107,139.6594,13.116666666666667,5.6 km,23.3,13.8 km,18.35,5.4 km,21.183333333333334,11.3 km,26.73333333333333,19.5 km,29.266666666666666,19.2 km,"35.67107, 139.6594"
220,新宿駅,35.68974,139.7004,0.0,0 km,21.45,7.1 km,12.383333333333333,4.1 km,19.233333333333334,5.5 km,27.63333333333333,8.8 km,26.216666666666665,14.7 km,"35.68974, 139.7004"
221,西新宿駅,35.694378,139.69288999999998,2.966666666666667,0.7 km,19.316666666666666,10.8 km,17.9,5.5 km,21.366666666666667,6.0 km,30.78333333333333,9.1 km,25.28333333333333,16.2 km,"35.694378, 139.69288999999998"
222,下井草駅,35.72387,139.6247,30.1,9.0 km,41.35,20.0 km,36.68333333333333,14.7 km,31.816666666666666,10.5 km,47.96666666666667,15.5 km,47.88333333333333,25.4 km,"35.72387, 139.6247"
223,東新宿駅,35.69793,139.70741,6.7,1.5 km,23.816666666666666,7.3 km,16.5,4.9 km,13.516666666666667,4.2 km,25.88333333333333,7.9 km,30.766666666666666,13.0 km,"35.69793, 139.70741"
224,東大島駅,35.689907,139.8475,34.25,20.4 km,22.03333333333333,10.4 km,28.03333333333333,25.7 km,35.016666666666666,24.5 km,27.716666666666665,8.4 km,29.08333333333333,20.8 km,"35.689907, 139.8475"
225,牛込神楽坂駅,35.70086,139.73587,15.7,4.0 km,17.5,4.5 km,22.93333333333333,6.6 km,17.466666666666665,8.2 km,17.066666666666666,4.3 km,25.65,12.8 km,"35.70086, 139.73587"
226,平和島駅,35.578693,139.73494,27.316666666666666,21.5 km,13.9,12.7 km,22.13333333333333,15.5 km,32.3,24.8 km,18.716666666666665,16.4 km,18.616666666666667,6.5 km,"35.578693, 139.73494"
227,本郷三丁目駅,35.707497,139.76131999999998,24.466666666666665,7.4 km,12.95,3.5 km,25.966666666666665,13.1 km,20.766666666666666,9.4 km,6.416666666666668,1.6 km,23.9,11.7 km,"35.707497, 139.76131999999998"
228,大森海岸駅,35.587555,139.73532,25.7,20.6 km,12.266666666666667,11.8 km,20.5,14.7 km,30.66666666666667,24.0 km,17.083333333333332,15.5 km,16.816666666666666,5.5 km,"35.587555, 139.73532"
229,西早稲田駅,35.707645,139.709,9.683333333333334,2.4 km,19.733333333333334,10.1 km,18.666666666666668,5.8 km,10.583333333333334,3.1 km,24.18333333333333,7.3 km,34.23333333333333,14.0 km,"35.707645, 139.709"
230,御茶ノ水駅,35.699387,139.76523999999998,24.8,7.1 km,9.6,2.3 km,20.35,11.8 km,22.15,11.3 km,9.0,2.0 km,20.55,10.5 km,"35.699387, 139.76523999999998"
231,二子玉川駅,35.61148499999999,139.62646,30.66666666666667,14.0 km,36.23333333333333,20.2 km,24.41666666666667,9.3 km,42.23333333333333,18.5 km,41.05,23.8 km,42.53333333333333,15.2 km,"35.61148499999999, 139.62646"
232,尾山台駅,35.606976,139.6539,34.083333333333336,14.2 km,29.48333333333333,16.5 km,23.816666666666666,9.9 km,42.516666666666666,19.9 km,34.31666666666667,20.2 km,35.63333333333333,11.2 km,"35.606976, 139.6539"
233,半蔵門駅,35.685375,139.74165,13.5,4.2 km,11.366666666666667,3.4 km,16.933333333333334,5.2 km,22.466666666666665,11.6 km,18.416666666666668,6.3 km,19.1,10.0 km,"35.685375, 139.74165"
234,要町駅,35.73314699999999,139.69849,17.233333333333334,7.2 km,18.966666666666665,12.3 km,19.733333333333334,10.5 km,7.25,1.3 km,23.716666666666665,11.0 km,28.38333333333333,19.4 km,"35.73314699999999, 139.69849"
235,豊洲駅,35.65374,139.79546000000002,29.716666666666665,16.3 km,14.816666666666665,4.7 km,23.716666666666665,14.2 km,30.9,16.7 km,17.316666666666666,8.3 km,22.4,9.7 km,"35.65374, 139.79546000000002"
236,南千住駅,35.73332,139.79906,31.55,18.2 km,19.0,8.3 km,28.23333333333333,19.2 km,27.6,17.7 km,11.4,3.6 km,26.91666666666667,14.6 km,"35.73332, 139.79906"
237,蓮根駅,35.7842,139.67902,25.95,15.0 km,23.75,17.5 km,28.13333333333333,18.2 km,17.55,9.7 km,28.516666666666666,16.2 km,33.166666666666664,24.6 km,"35.7842, 139.67902"
238,田原町駅,35.709804999999996,139.79076,26.38333333333333,15.9 km,13.833333333333336,6.1 km,24.816666666666666,15.1 km,34.63333333333333,9.6 km,4.216666666666667,1.4 km,21.75,12.3 km,"35.709805, 139.79076"
239,馬喰横山駅,35.691963,139.78297,31.36666666666667,8.8 km,10.533333333333333,2.3 km,22.93333333333333,12.0 km,24.91666666666667,13.4 km,13.783333333333333,3.3 km,19.866666666666667,9.2 km,"35.691963, 139.78297"
240,東十条駅,35.76395,139.72687,26.3,12.7 km,24.41666666666667,15.4 km,28.8,16.1 km,18.2,7.6 km,27.33333333333333,8.6 km,33.833333333333336,22.4 km,"35.76395, 139.72687"
241,矢口渡駅,35.562447,139.70033,36.66666666666666,16.9 km,27.41666666666667,17.4 km,33.833333333333336,12.0 km,45.03333333333333,27.7 km,32.23333333333333,21.1 km,32.15,11.2 km,"35.562447, 139.70033"
242,立会川駅,35.59847,139.73893999999999,29.41666666666667,22.0 km,15.983333333333333,13.2 km,27.05,9.4 km,34.38333333333333,25.4 km,20.8,16.9 km,14.533333333333333,4.5 km,"35.59847, 139.73894"
243,喜多見駅,35.636547,139.58725,34.7,16.7 km,36.43333333333333,23.8 km,28.16666666666667,13.5 km,43.31666666666667,22.4 km,41.25,27.5 km,41.6,24.0 km,"35.636547, 139.58725"
244,市ヶ谷駅,35.691013,139.73557,13.133333333333333,3.8 km,15.533333333333333,4.4 km,18.58333333333333,5.6 km,21.216666666666665,9.3 km,19.28333333333333,5.3 km,23.266666666666666,11.1 km,"35.691013, 139.73557"
245,六町駅,35.784896999999994,139.82164,34.65,26.3 km,22.45,16.3 km,35.18333333333333,25.5 km,27.05,20.2 km,25.91666666666667,12.3 km,32.11666666666667,22.8 km,"35.784896999999994, 139.82164"
246,本所吾妻橋駅,35.708607,139.80456999999998,32.38333333333333,14.0 km,19.633333333333333,5.7 km,25.55,15.7 km,26.65,21.7 km,10.45,2.7 km,22.48333333333333,12.9 km,"35.708607, 139.80456999999998"
247,三ノ輪駅,35.729626,139.79137,28.966666666666665,17.5 km,16.416666666666668,7.6 km,25.65,18.5 km,26.85,17.7 km,8.816666666666666,2.9 km,24.33333333333333,13.9 km,"35.729626, 139.79137"
248,六郷土手駅,35.54053,139.70758,41.18333333333333,26.5 km,27.766666666666666,17.8 km,34.23333333333333,22.4 km,46.16666666666666,29.9 km,32.583333333333336,21.5 km,32.48333333333333,11.6 km,"35.54053, 139.70758"
249,北赤羽駅,35.786625,139.70616,30.18333333333333,16.7 km,28.516666666666666,19.2 km,32.88333333333333,19.9 km,22.3,11.5 km,33.266666666666666,17.9 km,37.91666666666666,26.3 km,"35.786625, 139.70616"
250,蔵前駅,35.705193,139.79321000000002,31.91666666666667,14.0 km,14.333333333333336,3.7 km,25.08333333333333,15.6 km,34.31666666666667,9.5 km,6.866666666666666,2.1 km,24.4,11.0 km,"35.705193, 139.79321000000002"
251,田園調布駅,35.596863,139.66733,35.88333333333333,16.4 km,29.05,18.0 km,28.0,11.4 km,44.65,27.2 km,33.88333333333333,21.7 km,33.85,10.8 km,"35.596863, 139.66733"
252,鵜の木駅,35.5755,139.68062,36.7,16.7 km,33.3,19.8 km,31.66666666666667,13.1 km,45.48333333333333,27.5 km,38.11666666666667,23.5 km,34.93333333333333,11.5 km,"35.5755, 139.68062"
253,都立家政駅,35.722366,139.64455,24.13333333333333,8.2 km,35.78333333333333,19.3 km,30.716666666666665,13.8 km,24.966666666666665,8.2 km,41.11666666666667,13.2 km,41.91666666666666,24.5 km,"35.722366, 139.64455"
254,神田駅,35.69182199999999,139.77094,26.78333333333333,7.5 km,8.683333333333334,1.9 km,23.5,12.4 km,22.91666666666667,11.2 km,11.116666666666667,2.6 km,20.416666666666668,9.7 km,"35.69182199999999, 139.77094"
255,駒込駅,35.736565,139.74701000000002,28.23333333333333,8.2 km,22.816666666666666,7.0 km,31.4,17.8 km,21.03333333333333,5.9 km,15.616666666666667,4.7 km,33.766666666666666,15.2 km,"35.736565, 139.74701000000002"
256,千住大橋駅,35.74237,139.79726000000002,31.1,21.2 km,20.166666666666668,9.0 km,29.4,19.8 km,23.016666666666666,16.1 km,12.566666666666665,4.3 km,28.08333333333333,15.3 km,"35.74237, 139.79726000000002"
257,目白駅,35.721171999999996,139.70656,18.183333333333334,4.9 km,18.733333333333334,10.0 km,27.15,8.3 km,8.416666666666666,1.7 km,23.48333333333333,8.6 km,28.13333333333333,17.0 km,"35.721172, 139.70656"
258,蓮沼駅,35.564198,139.70848,39.4,16.5 km,26.65,16.3 km,36.55,11.6 km,45.05,28.5 km,31.466666666666665,20.0 km,31.36666666666667,10.2 km,"35.564198, 139.70848"
259,亀有駅,35.766537,139.84753,38.43333333333333,25.5 km,26.216666666666665,15.5 km,36.53333333333333,25.8 km,31.766666666666666,19.0 km,29.48333333333333,10.6 km,35.88333333333333,22.0 km,"35.766537, 139.84753"
260,六本木駅,35.66286500000001,139.7315,19.966666666666665,5.6 km,11.133333333333333,7.5 km,6.75,2.9 km,24.466666666666665,16.8 km,15.966666666666667,11.2 km,19.0,5.3 km,"35.66286500000001, 139.7315"
261,上町駅,35.64338,139.64671,24.61666666666667,9.0 km,25.36666666666667,16.0 km,17.683333333333334,5.6 km,33.03333333333333,14.6 km,30.18333333333333,19.7 km,39.333333333333336,12.5 km,"35.64338, 139.64671"
262,西ヶ原駅,35.74592600000001,139.74223,25.33333333333333,12.9 km,26.216666666666665,8.3 km,27.83333333333333,16.3 km,17.466666666666665,4.7 km,19.016666666666666,6.0 km,37.16666666666666,16.5 km,"35.74592600000001, 139.74223"
263,九段下駅,35.695479999999996,139.75116,17.716666666666665,5.2 km,10.65,2.8 km,20.166666666666668,11.2 km,18.816666666666666,8.7 km,13.95,3.7 km,28.43333333333333,8.9 km,"35.69548, 139.75116"
264,梅ヶ丘駅,35.656017,139.65364,18.55,6.8 km,25.53333333333333,16.6 km,16.55,5.1 km,26.966666666666665,12.5 km,30.35,20.2 km,30.68333333333333,16.7 km,"35.656017, 139.65364"
265,とうきょうスカイツリー駅,35.710403,139.80916000000002,37.13333333333333,15.0 km,21.9,8.7 km,30.3,16.6 km,29.58333333333333,21.8 km,14.3,4.1 km,29.816666666666666,15.0 km,"35.710403, 139.80916000000002"
266,目黒駅,35.633915,139.71556,25.566666666666666,8.2 km,11.8,9.7 km,9.7,2.8 km,27.38333333333333,18.9 km,16.616666666666667,13.4 km,17.866666666666667,4.6 km,"35.633915, 139.71556"
267,江古田駅,35.73748,139.67274,24.16666666666667,6.7 km,29.88333333333333,16.6 km,32.1,15.4 km,18.6,5.1 km,36.31666666666667,11.7 km,39.3,23.7 km,"35.73748, 139.67274"
268,梅島駅,35.772366,139.79802,32.266666666666666,20.8 km,28.05,12.7 km,34.766666666666666,24.1 km,24.18333333333333,15.7 km,20.45,8.0 km,35.96666666666667,19.0 km,"35.772366, 139.79802"
269,久が原駅,35.579838,139.68535,39.91666666666666,16.7 km,28.93333333333333,17.9 km,30.716666666666665,12.6 km,44.51666666666666,27.1 km,33.75,21.6 km,33.75,10.9 km,"35.579838, 139.68535"
270,鷺ノ宮駅,35.72262,139.6399,27.216666666666665,8.8 km,38.86666666666667,19.9 km,33.8,14.4 km,28.05,8.8 km,44.2,13.8 km,45.0,25.2 km,"35.72262, 139.6399"
271,京成曳舟駅,35.7181,139.81963000000002,36.8,16.5 km,17.216666666666665,8.9 km,29.966666666666665,18.1 km,29.93333333333333,21.2 km,17.05,5.1 km,26.88333333333333,15.4 km,"35.7181, 139.81963000000002"
272,落合南長崎駅,35.7234,139.68347,16.166666666666668,4.4 km,30.45,10.0 km,28.18333333333333,9.4 km,11.583333333333336,3.0 km,28.316666666666666,9.4 km,34.15,18.9 km,"35.7234, 139.68347"
273,浜松町駅,35.65538,139.75713000000002,25.91666666666667,8.2 km,9.733333333333333,3.9 km,18.28333333333333,6.4 km,28.2,15.6 km,14.816666666666665,9.1 km,14.516666666666667,4.3 km,"35.65538, 139.75713000000002"
274,駒場東大前駅,35.658665,139.6845,16.583333333333332,5.3 km,16.6,12.5 km,7.65,2.1 km,21.366666666666667,10.6 km,21.433333333333334,16.2 km,31.86666666666667,9.2 km,"35.658665, 139.6845"
275,八丁堀駅,35.67459,139.77803,26.25,8.2 km,5.5,1.3 km,18.466666666666665,10.0 km,21.91666666666667,13.4 km,8.333333333333334,4.9 km,15.4,7.2 km,"35.67459, 139.77803"
276,志茂駅,35.77812,139.73247,28.2,14.3 km,26.316666666666666,17.0 km,30.7,17.6 km,20.116666666666667,9.2 km,27.78333333333333,9.8 km,35.73333333333333,24.0 km,"35.77812, 139.73247"
277,赤坂見附駅,35.677067,139.73737,14.916666666666664,4.3 km,10.616666666666667,4.0 km,14.316666666666665,4.1 km,23.28333333333333,13.8 km,16.183333333333334,8.7 km,21.66666666666667,6.6 km,"35.677067, 139.73737"
278,西大井駅,35.60179,139.7218,27.43333333333333,12.5 km,20.216666666666665,14.1 km,24.6,7.6 km,35.8,23.3 km,25.03333333333333,17.8 km,19.53333333333333,5.1 km,"35.60179, 139.7218"
279,新江古田駅,35.732594,139.67043999999999,20.416666666666668,6.0 km,34.7,11.6 km,32.416666666666664,11.0 km,17.633333333333333,4.3 km,32.56666666666667,11.0 km,38.4,20.6 km,"35.732594, 139.67044"
280,泉岳寺駅,35.63864500000001,139.73997,28.35,8.6 km,13.75,6.6 km,14.533333333333333,4.6 km,29.13333333333333,17.4 km,18.566666666666666,10.3 km,11.783333333333333,3.4 km,"35.63864500000001, 139.73997"
281,西太子堂駅,35.64452,139.66634,22.35,8.5 km,17.266666666666666,14.2 km,9.583333333333334,3.9 km,27.4,13.0 km,22.08333333333333,17.9 km,22.41666666666667,14.4 km,"35.64452, 139.66634"
282,鐘ヶ淵駅,35.733425,139.82,34.46666666666667,17.5 km,14.9,9.9 km,25.88333333333333,21.0 km,23.816666666666666,18.7 km,18.05,5.9 km,24.566666666666666,16.4 km,"35.733425, 139.82"
283,大師前駅,35.778877,139.78163,32.45,19.2 km,32.86666666666667,13.5 km,34.95,22.6 km,24.36666666666667,14.1 km,25.266666666666666,8.8 km,40.78333333333333,19.8 km,"35.778877, 139.78163"
284,新中野駅,35.69749,139.66893000000002,9.783333333333333,2.9 km,24.86666666666667,12.6 km,23.15,7.4 km,19.666666666666668,6.5 km,28.3,18.2 km,30.83333333333333,18.0 km,"35.69749, 139.66893000000002"
285,不動前駅,35.625766999999996,139.71356,19.266666666666666,9.4 km,16.283333333333335,11.1 km,14.0,4.7 km,26.6,15.1 km,21.1,14.8 km,18.933333333333334,4.3 km,"35.625767, 139.71356"
286,中野坂上駅,35.697067,139.68216,6.7,1.7 km,21.78333333333333,11.4 km,20.066666666666666,6.2 km,16.583333333333332,5.3 km,25.23333333333333,17.0 km,27.75,16.8 km,"35.697067, 139.68216"
287,柴又駅,35.756706,139.8755,46.61666666666667,31.0 km,34.4,21.0 km,44.71666666666667,31.3 km,37.18333333333333,24.2 km,33.1,12.5 km,44.06666666666667,27.5 km,"35.756706, 139.8755"
288,中板橋駅,35.75614500000001,139.69463000000002,26.91666666666667,12.0 km,23.5,13.2 km,33.1,20.1 km,16.766666666666666,3.9 km,28.25,11.9 km,32.9,20.3 km,"35.75614500000001, 139.69463000000002"
