,Stations,LAT,LON,ShinjukuMade,ShinjukuDist,TokyoMade,TokyoDist,ShibuyaMade,ShibuyaDist,IkebukuroMade,IkebukuroDist,UenoMade,UenoDist,ShinagawaMade,ShinagawaDist,Lat_Lon
665,東小松川小学校前,35.69228,139.8678,35.86666666666667,19.3 km,16.3,11.8 km,27.28333333333333,22.8 km,33.36666666666667,25.4 km,25.8,11.2 km,25.966666666666665,18.3 km,"35.69228, 139.8678"
666,公園前,35.7929,139.7949,38.93333333333333,23.2 km,34.7,15.1 km,41.43333333333333,26.6 km,30.85,18.1 km,27.1,10.5 km,42.63333333333333,21.4 km,"35.7929, 139.7949"
667,南葛西中学校前,35.64537,139.8757,37.98333333333333,21.3 km,18.4,13.8 km,25.016666666666666,21.9 km,34.68333333333333,31.7 km,21.9,17.6 km,26.05,17.0 km,"35.64537, 139.8757"
668,興本センター前,35.76817,139.7806,27.93333333333333,18.1 km,30.08333333333333,12.8 km,30.43333333333333,21.5 km,19.85,13.0 km,22.48333333333333,8.1 km,32.516666666666666,22.8 km,"35.76817, 139.7806"
669,北里研究所,35.6455,139.7266,23.28333333333333,7.0 km,10.483333333333333,8.2 km,9.45,3.0 km,26.08333333333333,17.3 km,15.316666666666665,11.9 km,17.65,4.8 km,"35.6455, 139.7266"
670,菊地外科胃腸科,35.71667,139.892,35.3,25.4 km,23.1,15.4 km,33.4,25.7 km,36.66666666666666,26.5 km,32.6,14.9 km,32.766666666666666,21.9 km,"35.71667, 139.892"
671,久地駅,35.61007700000001,139.59306,34.63333333333333,17.4 km,32.416666666666664,24.2 km,27.93333333333333,12.6 km,45.75,21.8 km,37.23333333333333,27.9 km,50.43333333333333,18.4 km,"35.61007700000001, 139.59306"
672,蓮田駅,35.981285,139.65308000000002,53.18333333333333,48.1 km,51.3,50.8 km,55.68333333333333,51.5 km,45.1,43.0 km,52.96666666666667,44.0 km,59.75,57.3 km,"35.981285, 139.65308000000002"
673,代田一丁目,35.65297,139.66243,18.45,6.8 km,21.7,15.2 km,12.733333333333333,4.3 km,26.88333333333333,12.5 km,26.53333333333333,18.9 km,26.86666666666667,15.4 km,"35.65297, 139.66243"
674,鹿骨三丁目,35.71375,139.89217,43.66666666666666,22.8 km,24.08333333333333,15.2 km,34.4,25.5 km,37.75,26.8 km,33.6,14.6 km,33.75,21.7 km,"35.71375, 139.89217"
675,小松川三丁目,35.698948,139.85153,33.03333333333333,20.0 km,20.83333333333333,10.0 km,31.13333333333333,20.3 km,33.016666666666666,23.6 km,26.5,8.0 km,30.5,16.5 km,"35.698948, 139.85153"
676,本八幡駅,35.721092,139.92723,38.8,30.3 km,26.6,20.3 km,36.9,30.6 km,40.0,30.7 km,30.08333333333333,24.1 km,36.266666666666666,26.8 km,"35.721092, 139.92723"
677,田道小学校,35.637676,139.70909,20.866666666666667,7.6 km,15.383333333333333,10.5 km,10.283333333333333,3.0 km,30.966666666666665,19.7 km,20.2,14.2 km,20.8,5.7 km,"35.637676, 139.70909"
678,鹿骨一丁目,35.708861999999996,139.8893,39.73333333333333,21.9 km,20.166666666666668,14.3 km,32.9,23.5 km,35.1,26.7 km,29.66666666666667,13.7 km,29.83333333333333,20.8 km,"35.708862, 139.8893"
679,大森西２丁目,35.576813,139.73006999999998,30.466666666666665,22.6 km,17.033333333333335,13.9 km,30.86666666666667,13.8 km,35.43333333333333,26.0 km,21.85,17.6 km,21.85,7.7 km,"35.576813, 139.73006999999998"
680,田無駅,35.7272,139.53897,49.66666666666666,17.7 km,56.31666666666667,28.2 km,54.61666666666667,20.6 km,55.4,20.0 km,68.13333333333334,34.1 km,67.4,32.3 km,"35.7272, 139.53897"
681,武蔵溝ノ口駅,35.59907000000001,139.61101000000002,35.23333333333333,16.4 km,33.016666666666666,23.3 km,28.53333333333333,11.7 km,46.35,20.8 km,45.08333333333334,25.8 km,47.38333333333333,16.8 km,"35.59907000000001, 139.61101000000002"
682,東小松川一,35.70049,139.86688,34.766666666666666,18.8 km,15.2,11.2 km,26.18333333333333,22.2 km,31.11666666666667,24.6 km,24.7,10.6 km,24.86666666666667,17.7 km,"35.70049, 139.86688"
683,花畑小学校前,35.79183,139.8266,36.61666666666667,27.6 km,25.066666666666666,17.4 km,36.28333333333333,28.4 km,30.03333333333333,21.3 km,28.266666666666666,13.3 km,34.73333333333333,23.9 km,"35.79183, 139.8266"
684,税務署前,35.57563,139.7122,33.43333333333333,15.4 km,22.266666666666666,15.6 km,30.6,10.5 km,40.66666666666666,27.8 km,27.1,19.3 km,27.08333333333333,9.5 km,"35.57563, 139.7122"
685,釜寺,35.680912,139.65825,12.766666666666667,5.2 km,22.95,13.4 km,17.716666666666665,8.1 km,20.83333333333333,10.9 km,26.4,19.1 km,28.91666666666667,18.8 km,"35.680912, 139.65825"
686,第二葛西小,35.662487,139.87872,35.916666666666664,25.5 km,23.716666666666665,15.5 km,30.316666666666666,23.6 km,36.8,29.9 km,27.2,19.3 km,31.36666666666667,18.7 km,"35.662487, 139.87872"
687,葛西区民館,35.665924,139.86958,36.53333333333333,26.2 km,24.316666666666666,16.2 km,30.93333333333333,24.3 km,34.65,29.2 km,27.816666666666666,20.0 km,31.966666666666665,19.4 km,"35.665924, 139.86958"
688,弥生町３丁目,35.68792,139.67519,11.416666666666664,3.0 km,23.43333333333333,11.7 km,17.3,5.9 km,15.966666666666667,6.9 km,26.88333333333333,17.4 km,29.4,17.1 km,"35.68792, 139.67519"
689,母子寮前,35.68897,139.6619,15.433333333333335,4.1 km,25.9,14.6 km,20.666666666666668,9.3 km,18.683333333333334,7.7 km,29.33333333333333,20.3 km,31.86666666666667,20.0 km,"35.68897, 139.6619"
690,東京都市大付属小学校前,35.63330999999999,139.6041,26.75,14.2 km,29.2,21.4 km,20.95,11.1 km,35.36666666666667,19.9 km,34.03333333333333,25.1 km,52.23333333333333,16.2 km,"35.63330999999999, 139.6041"
691,東淵江庭園,35.78444000000001,139.8391,36.75,26.9 km,24.55,16.9 km,39.73333333333333,29.2 km,29.15,20.8 km,28.016666666666666,12.9 km,34.21666666666667,23.4 km,"35.78444000000001, 139.8391"
692,春江中学校,35.7011,139.8913,38.95,21.4 km,19.366666666666667,13.9 km,32.11666666666667,23.1 km,36.48333333333333,26.8 km,28.88333333333333,13.3 km,29.03333333333333,20.4 km,"35.7011, 139.8913"
693,NHK技術研究所,35.635635,139.61574,25.63333333333333,13.9 km,25.18333333333333,20.4 km,16.916666666666668,10.0 km,34.266666666666666,19.6 km,30.0,24.1 km,30.35,20.6 km,"35.635635, 139.61574"
694,高津駅,35.6033,139.61725,32.71666666666667,16.1 km,39.73333333333333,21.6 km,26.016666666666666,11.3 km,43.83333333333334,20.5 km,44.56666666666667,25.3 km,45.88333333333333,16.3 km,"35.6033, 139.61725"
695,西麻布,35.658394,139.72305,18.066666666666666,5.1 km,17.016666666666666,5.7 km,8.55,2.4 km,25.566666666666666,16.1 km,17.366666666666667,13.1 km,20.766666666666666,6.3 km,"35.658394, 139.72305"
696,区立総合運動場,35.63139,139.61238,27.03333333333333,14.5 km,24.816666666666666,20.4 km,16.55,10.0 km,35.65,20.2 km,29.63333333333333,24.1 km,50.33333333333334,16.7 km,"35.63139, 139.61238"
697,関原2丁目,35.767654,139.78949,30.08333333333333,18.8 km,28.93333333333333,12.2 km,32.583333333333336,22.1 km,22.0,13.7 km,21.33333333333333,7.5 km,31.91666666666667,22.3 km,"35.767654, 139.78949"
698,南葛西住宅,35.65213,139.87091,39.35,22.6 km,19.766666666666666,15.0 km,26.38333333333333,23.1 km,34.516666666666666,29.8 km,31.5,19.6 km,27.41666666666667,18.2 km,"35.65213, 139.87091"
699,新堀一,35.77258,139.53436000000002,58.2,30.3 km,56.46666666666667,33.0 km,64.81666666666666,28.3 km,55.61666666666667,19.8 km,61.21666666666667,31.7 km,65.86666666666666,40.1 km,"35.77258, 139.53436000000002"
700,六ツ木団地,35.79025,139.8386,38.36666666666667,27.2 km,26.15,17.2 km,41.35,29.5 km,30.766666666666666,21.1 km,29.61666666666667,13.2 km,35.81666666666667,23.7 km,"35.79025, 139.8386"
701,東葛西六,35.66277,139.88033000000001,36.65,25.7 km,24.45,15.6 km,31.05,23.7 km,37.53333333333333,30.1 km,27.93333333333333,19.5 km,32.1,18.9 km,"35.66277, 139.88033"
702,興野公団住宅,35.7713,139.7811,29.266666666666666,18.5 km,30.28333333333333,12.7 km,31.766666666666666,21.9 km,21.183333333333334,13.4 km,22.68333333333333,8.0 km,33.85,23.2 km,"35.7713, 139.7811"
703,上沼田中,35.776848,139.7658,29.91666666666667,19.0 km,28.03333333333333,21.7 km,32.416666666666664,22.4 km,21.83333333333333,13.9 km,26.03333333333333,8.7 km,41.56666666666667,19.6 km,"35.776848, 139.7658"
704,葛西第二中,35.67897,139.86206,34.96666666666667,27.4 km,22.4,14.1 km,29.36666666666667,25.5 km,36.333333333333336,27.0 km,25.9,17.9 km,30.41666666666667,20.7 km,"35.67897, 139.86206"
705,上沼田団地入口,35.77827,139.7637,28.15,18.6 km,26.266666666666666,21.2 km,30.65,21.9 km,20.066666666666666,13.5 km,27.25,9.5 km,34.71666666666667,27.7 km,"35.77827, 139.7637"
706,哲学同公園入口,35.7207,139.6756,18.53333333333333,5.0 km,28.73333333333333,12.9 km,31.15,10.1 km,14.3,4.0 km,31.3,10.0 km,38.15,20.0 km,"35.7207, 139.6756"
707,浦安橋,35.665627,139.88618,38.18333333333333,26.6 km,25.98333333333333,16.6 km,32.583333333333336,24.7 km,38.41666666666666,31.0 km,29.466666666666665,20.5 km,33.63333333333333,19.8 km,"35.665627, 139.88618"
708,東京臨海病院,35.652409999999996,139.85373,32.13333333333333,25.1 km,19.916666666666668,15.1 km,26.53333333333333,23.2 km,34.5,29.3 km,23.41666666666667,18.9 km,27.566666666666666,18.3 km,"35.65241, 139.85373"
709,宇喜田,35.677128,139.86305,37.68333333333333,20.7 km,23.566666666666666,14.6 km,30.53333333333333,26.0 km,37.5,27.5 km,28.966666666666665,14.5 km,31.566666666666666,21.1 km,"35.677128, 139.86305"
710,中台一丁目,35.76694000000001,139.6776,26.35,15.1 km,24.466666666666665,17.8 km,28.83333333333333,18.5 km,20.416666666666668,5.7 km,29.216666666666665,16.4 km,33.86666666666667,24.8 km,"35.76694000000001, 139.6776"
711,中耕地,35.61578,139.6248,27.75,13.4 km,29.6,19.2 km,21.91666666666667,8.8 km,39.73333333333333,18.0 km,30.35,23.9 km,44.75,15.5 km,"35.61578, 139.6248"
712,千歳船橋駅前,35.64742000000001,139.62398000000002,25.75,11.8 km,33.71666666666667,18.6 km,26.03333333333333,8.2 km,32.53333333333333,18.3 km,32.61666666666667,25.0 km,38.88333333333333,18.7 km,"35.64742000000001, 139.62398000000002"
713,第六葛西小,35.66784699999999,139.8645,36.98333333333333,20.3 km,24.766666666666666,10.3 km,31.516666666666666,24.4 km,35.25,29.4 km,28.266666666666666,14.2 km,32.56666666666667,19.6 km,"35.66784699999999, 139.8645"
714,平井駅前,35.706364,139.84239,34.75,19.7 km,22.55,9.7 km,33.53333333333333,20.7 km,29.61666666666667,22.4 km,24.41666666666667,7.2 km,32.21666666666667,16.2 km,"35.706364, 139.84239"
715,中葛西五,35.66245,139.86945,35.11666666666667,25.2 km,22.9,15.2 km,29.516666666666666,23.3 km,34.833333333333336,29.1 km,31.816666666666666,19.0 km,30.55,18.4 km,"35.66245, 139.86945"
716,北砂３丁目,35.68284600000001,139.82849,37.98333333333333,16.0 km,24.2,6.7 km,28.61666666666667,18.0 km,31.816666666666666,18.9 km,26.15,7.8 km,28.08333333333333,14.9 km,"35.68284600000001, 139.82849"
717,代田中筋停留所,35.65028,139.664,19.08333333333333,7.3 km,19.133333333333333,14.8 km,11.933333333333335,4.2 km,27.41666666666667,12.8 km,23.95,18.5 km,36.16666666666666,12.7 km,"35.65028, 139.664"
718,「江原中野通り」,35.72963,139.672,21.05,6.1 km,35.333333333333336,11.7 km,33.05,11.1 km,18.266666666666666,4.4 km,33.2,11.0 km,39.03333333333333,20.6 km,"35.72963, 139.672"
719,東深沢中,35.618829999999996,139.65376,30.25,11.0 km,28.86666666666667,16.2 km,18.983333333333334,6.7 km,36.8,15.8 km,33.68333333333333,19.9 km,35.0,11.0 km,"35.61883, 139.65376"
720,堀ノ内二,35.687855,139.65222,17.9,5.6 km,27.23333333333333,14.4 km,22.0,9.1 km,28.516666666666666,11.2 km,45.71666666666667,14.0 km,33.2,19.8 km,"35.687855, 139.65222"
721,篠崎町七,35.70478400000001,139.9021,35.06666666666667,29.8 km,22.85,19.8 km,33.166666666666664,30.1 km,40.55,28.1 km,32.35,19.2 km,32.516666666666666,26.3 km,"35.70478400000001, 139.9021"
722,下小松橋,35.720177,139.866,33.766666666666666,27.0 km,21.566666666666666,17.0 km,31.86666666666667,27.3 km,28.05,23.1 km,25.03333333333333,13.0 km,31.23333333333333,23.5 km,"35.720177, 139.866"
723,武蔵関駅入口,35.72736,139.5782,39.7,15.1 km,48.65,28.2 km,44.65,18.0 km,42.766666666666666,14.4 km,53.4,26.9 km,55.86666666666667,28.7 km,"35.72736, 139.5782"
724,東葛西七,35.65846,139.87743999999998,34.53333333333333,24.9 km,22.33333333333333,14.9 km,28.93333333333333,23.0 km,36.03333333333333,29.7 km,33.0,19.5 km,29.98333333333333,18.1 km,"35.65846, 139.87743999999998"
725,円融寺前,35.61973,139.6929,30.216666666666665,12.6 km,20.65,12.6 km,18.7,5.7 km,35.48333333333333,15.7 km,25.48333333333333,16.3 km,26.8,7.4 km,"35.61973, 139.6929"
726,葛飾車庫入口,35.77977,139.8518,38.35,27.6 km,26.15,17.6 km,41.333333333333336,29.9 km,30.75,21.5 km,29.61666666666667,13.6 km,35.81666666666667,24.1 km,"35.77977, 139.8518"
727,棒茅場,35.67268400000001,139.85492,35.25,19.9 km,23.05,9.9 km,33.35,20.1 km,34.31666666666667,29.5 km,26.53333333333333,13.7 km,32.71666666666667,16.4 km,"35.67268400000001, 139.85492"
728,葛西工業高校,35.683605,139.87885,39.38333333333333,21.7 km,19.8,14.2 km,32.55,23.4 km,38.333333333333336,27.6 km,29.316666666666666,13.6 km,29.466666666666665,20.6 km,"35.683605, 139.87885"
729,瀬田（環八口）,35.62032,139.6325,25.016666666666666,12.7 km,27.23333333333333,18.3 km,19.55,8.0 km,37.36666666666667,17.1 km,27.6,23.3 km,32.4,18.5 km,"35.62032, 139.6325"
730,やのはし,35.622,139.6217,25.4,12.7 km,23.16666666666667,19.6 km,14.916666666666664,9.2 km,32.73333333333333,18.4 km,28.0,23.3 km,44.85,14.7 km,"35.622, 139.6217"
731,杉並第２小学校前,35.693153,139.63142,20.95,8.5 km,31.13333333333333,16.7 km,25.9,11.4 km,34.43333333333333,12.5 km,34.583333333333336,22.4 km,37.1,22.1 km,"35.693153, 139.63142"
732,千川,35.73809,139.68944,21.5,8.3 km,22.45,13.3 km,24.0,11.7 km,10.616666666666667,2.3 km,27.2,11.9 km,31.86666666666667,20.3 km,"35.73809, 139.68944"
733,新小岩1丁目,35.715286,139.85793,40.98333333333333,20.7 km,21.416666666666668,13.1 km,34.15,22.3 km,30.03333333333333,22.5 km,27.0,12.4 km,31.08333333333333,19.6 km,"35.715286, 139.85793"
734,三谷,35.6297,139.6821,25.38333333333333,10.6 km,21.75,12.9 km,14.05,4.6 km,31.11666666666667,13.8 km,26.566666666666666,16.6 km,27.9,7.6 km,"35.6297, 139.6821"
735,公園橋,35.6275,139.6148,27.95,14.8 km,25.1,20.1 km,16.833333333333332,9.8 km,34.65,18.9 km,29.91666666666667,23.8 km,47.75,15.6 km,"35.6275, 139.6148"
736,向河原駅,35.572193,139.66728,40.56666666666667,17.7 km,33.73333333333333,19.4 km,35.53333333333333,14.1 km,49.33333333333334,28.5 km,38.56666666666667,23.1 km,38.53333333333333,12.1 km,"35.572193, 139.66728"
737,新田三丁目,35.769591999999996,139.7486,29.66666666666667,14.8 km,27.78333333333333,17.5 km,32.166666666666664,18.2 km,21.566666666666666,9.7 km,23.816666666666666,8.7 km,39.333333333333336,19.6 km,"35.769592, 139.7486"
738,南砂四住宅,35.673943,139.83182,36.3,14.8 km,16.716666666666665,7.2 km,29.45,16.4 km,30.11666666666667,17.7 km,20.216666666666665,11.1 km,26.38333333333333,13.7 km,"35.673943, 139.83182"
739,水元中学校,35.78244799999999,139.8649,42.46666666666667,28.9 km,30.266666666666666,18.9 km,45.46666666666667,31.2 km,34.86666666666667,22.7 km,33.73333333333333,14.9 km,39.93333333333333,25.4 km,"35.78244799999999, 139.8649"
740,東京三育小学校入口,35.71983,139.5827,35.11666666666667,11.7 km,42.9,24.0 km,40.78333333333333,17.2 km,41.98333333333333,15.8 km,49.46666666666667,28.2 km,53.98333333333333,28.1 km,"35.71983, 139.5827"
741,元八幡,35.671345,139.83342,37.56666666666667,15.2 km,21.8,6.8 km,30.73333333333333,16.8 km,34.78333333333333,30.0 km,21.48333333333333,11.4 km,27.65,14.1 km,"35.671345, 139.83342"
742,王子製紙裏門,35.696059999999996,139.9107,37.55,25.9 km,25.33333333333333,15.9 km,35.65,26.2 km,43.16666666666666,29.2 km,34.85,15.3 km,35.0,22.4 km,"35.69606, 139.9107"
743,江戸川区口腔保健センター入口,35.676327,139.88228,35.583333333333336,25.4 km,23.38333333333333,15.4 km,34.6,25.1 km,40.31666666666667,31.3 km,32.88333333333333,14.8 km,33.05,21.8 km,"35.676327, 139.88228"
744,北篠崎,35.718821999999996,139.89696999999998,38.56666666666667,26.0 km,26.36666666666667,16.0 km,36.66666666666666,26.3 km,39.68333333333333,28.0 km,35.86666666666667,15.5 km,36.03333333333333,22.5 km,"35.718822, 139.89696999999998"
745,大森西４丁目,35.573425,139.72305,32.8,23.0 km,19.383333333333333,14.2 km,32.43333333333333,14.0 km,37.78333333333333,26.4 km,24.2,17.9 km,24.1,8.1 km,"35.573425, 139.72305"
746,南葛西第二小,35.64999,139.88025,39.41666666666666,22.0 km,19.83333333333333,14.4 km,26.45,22.5 km,36.11666666666667,32.4 km,23.33333333333333,18.3 km,27.48333333333333,17.6 km,"35.64999, 139.88025"
747,松ヶ丘交番前,35.64073,139.6422,26.35,9.9 km,24.85,16.5 km,17.166666666666668,6.2 km,34.78333333333333,15.6 km,29.68333333333333,20.2 km,38.21666666666667,12.5 km,"35.64073, 139.6422"
748,産業道路駅,35.53672800000001,139.74063,36.15,23.4 km,17.433333333333334,18.0 km,23.9,22.7 km,35.833333333333336,30.2 km,22.25,21.7 km,21.08333333333333,15.3 km,"35.53672800000001, 139.74063"
749,志茂一丁目,35.77648,139.73006999999998,29.45,14.4 km,27.566666666666666,17.0 km,31.95,17.7 km,21.366666666666667,9.3 km,29.05,9.9 km,36.98333333333333,24.1 km,"35.77648, 139.73006999999998"
750,袖ヶ浦,35.430256,139.95488,54.33333333333334,45.3 km,44.31666666666667,43.9 km,51.53333333333333,44.9 km,61.65,51.0 km,49.13333333333333,47.6 km,45.93333333333333,35.1 km,"35.430256, 139.95488"
751,葛西南高校入口,35.6544,139.8724,38.48333333333333,21.6 km,18.916666666666668,14.0 km,25.516666666666666,22.1 km,35.2,32.0 km,22.4,17.9 km,26.566666666666666,17.3 km,"35.6544, 139.8724"
752,林試の森入口,35.62695,139.7071,21.68333333333333,10.4 km,18.116666666666667,12.9 km,16.383333333333333,5.3 km,29.016666666666666,16.1 km,22.93333333333333,16.5 km,20.916666666666668,5.2 km,"35.62695, 139.7071"
753,大山西町,35.74658,139.6956,24.85,9.1 km,19.45,12.4 km,29.05,19.2 km,12.4,2.7 km,24.2,11.0 km,28.86666666666667,19.4 km,"35.74658, 139.6956"
754,仲町西組,35.65954,139.8728,33.516666666666666,24.8 km,21.316666666666666,14.8 km,27.91666666666667,22.9 km,34.0,29.2 km,30.98333333333333,19.0 km,28.966666666666665,18.0 km,"35.65954, 139.8728"
755,成田西こども園,35.69055,139.63138,20.883333333333333,8.4 km,31.066666666666666,16.6 km,25.83333333333333,11.3 km,30.6,11.3 km,34.516666666666666,22.3 km,37.03333333333333,22.0 km,"35.69055, 139.63138"
756,上町,35.64338,139.64671,24.61666666666667,9.0 km,25.36666666666667,16.0 km,17.683333333333334,5.6 km,33.03333333333333,14.6 km,30.18333333333333,19.7 km,39.333333333333336,12.5 km,"35.64338, 139.64671"
757,円融時前,35.6197,139.6929,30.2,12.6 km,20.666666666666668,12.6 km,18.716666666666665,5.7 km,35.5,15.7 km,25.48333333333333,16.3 km,26.816666666666666,7.4 km,"35.6197, 139.6929"
758,中央公園,35.7807,139.8584,39.43333333333333,28.0 km,27.23333333333333,18.0 km,42.43333333333333,30.4 km,31.83333333333333,21.9 km,34.95,13.8 km,36.9,24.5 km,"35.7807, 139.8584"
759,春江町４丁目,35.682655,139.87616,34.03333333333333,27.6 km,21.816666666666666,17.6 km,28.43333333333333,25.7 km,36.71666666666667,27.2 km,31.88333333333333,11.6 km,29.466666666666665,20.8 km,"35.682655, 139.87616"
760,西瑞江５丁目,35.67918,139.87968,39.4,22.0 km,19.816666666666666,14.4 km,32.56666666666667,23.6 km,33.21666666666667,24.8 km,29.33333333333333,13.8 km,29.48333333333333,20.9 km,"35.67918, 139.87968"
761,こまえ苑,35.62588,139.59273000000002,33.95,16.0 km,32.55,22.6 km,24.3,12.3 km,42.56666666666667,21.7 km,37.38333333333333,26.3 km,37.71666666666667,22.8 km,"35.62588, 139.59273000000002"
762,中野行きバス停,35.69703,139.6823,6.616666666666666,1.7 km,21.7,11.4 km,19.983333333333334,6.2 km,16.5,5.2 km,25.13333333333333,17.0 km,27.66666666666667,16.8 km,"35.69703, 139.6823"
763,十貫坂上,35.69434000000001,139.6684,11.433333333333335,3.2 km,26.25,13.4 km,20.683333333333334,8.1 km,17.283333333333335,7.4 km,39.25,11.5 km,31.9,18.8 km,"35.69434000000001, 139.6684"
764,駒繋神社,35.638329999999996,139.68016,24.73333333333333,7.9 km,20.2,15.4 km,10.466666666666667,3.8 km,28.316666666666666,12.9 km,25.016666666666666,19.1 km,30.316666666666666,8.7 km,"35.63833, 139.68016"
765,東京都現代美術館前,35.679703,139.80664,24.91666666666667,15.6 km,15.866666666666667,4.5 km,25.45,14.9 km,26.11666666666667,16.1 km,17.833333333333332,6.3 km,22.38333333333333,12.1 km,"35.679703, 139.80664"
766,松陰神社前,35.644005,139.65526,21.73333333333333,8.2 km,22.05,15.4 km,14.35,5.0 km,30.16666666666667,13.8 km,26.86666666666667,19.1 km,27.2,15.5 km,"35.644005, 139.65526"
767,王子マテリア,35.6951,139.912,38.25,26.0 km,26.03333333333333,16.0 km,36.35,26.3 km,43.86666666666667,29.3 km,35.55,15.4 km,35.7,22.5 km,"35.6951, 139.912"
768,東陽1丁目,35.666496,139.8106,26.43333333333333,15.9 km,18.216666666666665,4.9 km,25.316666666666666,17.4 km,27.61666666666667,16.3 km,17.716666666666665,9.7 km,23.88333333333333,12.4 km,"35.666496, 139.8106"
769,葛西第三中入口,35.6582,139.864,39.13333333333333,22.5 km,19.55,14.9 km,26.16666666666667,23.0 km,33.7,28.9 km,30.66666666666667,18.7 km,27.2,18.1 km,"35.6582, 139.864"
770,東砂五,35.67635,139.84386,33.48333333333333,18.8 km,25.08333333333333,8.0 km,32.25,19.8 km,35.93333333333333,30.8 km,31.18333333333333,9.4 km,30.95,15.3 km,"35.67635, 139.84386"
771,入谷五丁目,35.80471,139.7643,30.93333333333333,21.1 km,29.05,23.7 km,33.416666666666664,24.4 km,22.83333333333333,16.0 km,32.46666666666667,11.7 km,37.5,30.2 km,"35.80471, 139.7643"
772,土支田地蔵,35.76225,139.612,39.43333333333333,13.1 km,37.61666666666667,26.5 km,41.16666666666666,21.7 km,34.43333333333333,11.7 km,42.38333333333333,25.2 km,47.03333333333333,33.6 km,"35.76225, 139.612"
773,押部,35.7852,139.7635,30.13333333333333,21.0 km,27.73333333333333,23.5 km,32.1,24.2 km,21.516666666666666,15.7 km,27.41666666666667,9.7 km,42.95,20.7 km,"35.7852, 139.7635"
774,東小松川小,35.69305,139.8659,36.61666666666667,19.4 km,17.05,11.9 km,28.03333333333333,22.9 km,32.5,25.4 km,26.55,11.3 km,26.716666666666665,18.3 km,"35.69305, 139.8659"
775,千川２丁目,35.7416,139.69177,23.2,8.6 km,20.683333333333334,12.5 km,30.28333333333333,19.3 km,12.516666666666667,2.6 km,25.43333333333333,11.2 km,30.08333333333333,19.6 km,"35.7416, 139.69177"
776,加賀団地,35.79438,139.7618,27.016666666666666,19.9 km,24.61666666666667,22.4 km,29.0,23.1 km,18.416666666666668,14.7 km,26.28333333333333,15.6 km,33.06666666666667,28.9 km,"35.79438, 139.7618"
777,武蔵小杉駅,35.576633,139.65947,39.5,17.5 km,32.68333333333333,19.1 km,34.46666666666667,13.9 km,48.26666666666666,28.3 km,37.5,22.8 km,37.46666666666667,11.9 km,"35.576633, 139.65947"
778,等々力7丁目,35.614838,139.65605,31.15,13.3 km,26.55,15.6 km,20.883333333333333,9.1 km,39.583333333333336,19.0 km,31.38333333333333,19.3 km,32.7,10.4 km,"35.614838, 139.65605"
779,農大一高前,35.63995999999999,139.6368,28.0,10.4 km,26.5,17.0 km,18.816666666666666,6.7 km,36.43333333333333,16.1 km,31.33333333333333,20.7 km,39.86666666666667,13.0 km,"35.63995999999999, 139.6368"
780,三ツ塚,35.723,139.5667,41.73333333333333,16.2 km,46.93333333333333,25.7 km,46.8,19.0 km,46.01666666666666,17.5 km,55.48333333333333,30.0 km,58.0,29.8 km,"35.723, 139.5667"
781,石神井公園駅南口,35.7433,139.6064,39.03333333333333,12.8 km,40.06666666666667,24.9 km,44.48333333333333,18.3 km,34.03333333333333,11.4 km,44.81666666666667,23.6 km,49.48333333333333,32.0 km,"35.7433, 139.6064"
782,病院前,35.7833,139.7655,30.91666666666667,19.3 km,28.6,23.8 km,32.98333333333333,24.5 km,22.4,16.0 km,26.466666666666665,9.4 km,41.98333333333333,20.3 km,"35.7833, 139.7655"
783,池上三,35.5754,139.7007,33.5,21.2 km,26.016666666666666,16.7 km,28.65,10.0 km,39.86666666666667,25.7 km,30.83333333333333,20.4 km,28.6,9.2 km,"35.5754, 139.7007"
784,桜小学校,35.64303599999999,139.64523,25.43333333333333,9.1 km,25.66666666666667,16.0 km,17.983333333333334,5.7 km,33.86666666666667,14.8 km,30.48333333333333,19.7 km,39.23333333333333,12.6 km,"35.64303599999999, 139.64523"
785,東砂６北,35.672073,139.84322,39.45,15.9 km,23.68333333333333,7.5 km,30.85,19.4 km,34.78333333333333,30.3 km,23.36666666666667,12.2 km,29.53333333333333,14.8 km,"35.672073, 139.84322"
786,小豆沢,35.7776,139.70006999999998,26.48333333333333,12.6 km,24.6,15.3 km,28.98333333333333,16.0 km,18.383333333333333,7.6 km,29.35,14.0 km,34.016666666666666,22.4 km,"35.7776, 139.70006999999998"
787,広町住宅,35.68439,139.6612,15.083333333333336,4.1 km,24.68333333333333,14.0 km,19.45,8.6 km,19.633333333333333,8.1 km,42.9,12.5 km,30.65,19.3 km,"35.68439, 139.6612"
788,谷河内テニスコート,35.70125,139.89883,40.48333333333333,21.9 km,20.916666666666668,14.4 km,33.65,23.6 km,38.73333333333333,27.7 km,30.41666666666667,13.8 km,30.58333333333333,20.8 km,"35.70125, 139.89883"
789,京葉口,35.703,139.8899,38.78333333333333,21.4 km,19.2,13.8 km,31.93333333333333,23.0 km,36.31666666666667,26.7 km,28.716666666666665,13.2 km,28.86666666666667,20.3 km,"35.703, 139.8899"
790,清水三丁目,35.71754,139.6178,28.9,9.5 km,35.73333333333333,21.8 km,30.23333333333333,16.4 km,34.3,13.2 km,38.9,27.4 km,41.43333333333333,27.2 km,"35.71754, 139.6178"
